class,precision,recall,f1-score,support
Water,0.3870967741935484,0.48,0.42857142857142855,25.0
GABAAR_Antagonist,0.2857142857142857,0.3333333333333333,0.3076923076923077,12.0
NMDAR_Activation,0.8,0.8,0.8,10.0
AChE_Inhibitor_Reversible,0.0,0.0,0.0,12.0
mAChR_Agonist_NonSelective,0.5714285714285714,0.3333333333333333,0.42105263157894735,12.0
