epoch,train_loss,train_action_loss,train_water_vs_other_loss,train_feature_alignment_loss,train_latent_alignment_loss,train_latent_alignment_weight,train_compound_loss,train_concentration_loss,val_loss,val_action_loss,val_water_vs_other_loss,val_feature_alignment_loss,val_latent_alignment_loss,val_latent_alignment_weight,val_compound_loss,val_concentration_loss,monitor_metric_raw,monitor_metric,monitor_key
1,3.0304882564241926,1.3917425498760567,0.6618526852320111,0.18969638763912142,0.18969638763912142,0.0,2.5722927252451577,1.1023055933139942,2.959721553893316,1.3037239483424596,0.6624478896458944,0.1992251986549014,0.1992251986549014,0.0,2.5559017998831615,1.093235350790478,2.5559017998831615,2.5559017998831615,val_compound_loss
2,2.9519416264125278,1.3231571392407493,0.6503006924712469,0.5381572474405248,0.5381572474405248,0.0,2.530512877873012,1.0959661770119238,2.878764720190139,1.2387653078351701,0.6551541771207537,1.0430535950831004,1.0430535950831004,0.0,2.5084899153028215,1.0799973635446458,2.5084899153028215,2.5321958575929915,val_compound_loss
3,2.914819712361331,1.2994928599665405,0.6400556088124634,0.7674706166698819,0.7674706166698819,0.0,2.5038207599094937,1.092233384097064,2.851229202179682,1.2273214885166712,0.6560300787289938,1.1696157320624305,1.1696157320624305,0.0,2.4834076790582564,1.0790294749396188,2.4834076790582564,2.5084899153028215,val_compound_loss
4,2.895591761069323,1.29324696808265,0.6356958575034267,0.8672734090575466,0.8672734090575466,0.0,2.4851351402424,1.0895410025561298,2.8258717287154425,1.2212013744172596,0.6580092339288621,1.105352555712064,1.105352555712064,0.0,2.4564713069370816,1.0816525391169958,2.4564713069370816,2.4959487971805387,val_compound_loss
5,2.878130760142412,1.2796661383891232,0.6331339949968631,0.8545044963321988,0.8545044963321988,0.0,2.474674216653935,1.0852456042375513,2.813004346120925,1.2181509789966403,0.6599433677537101,1.124640709587506,1.124640709587506,0.0,2.4427770660037087,1.0823122206188382,2.4427770660037087,2.4834076790582564,val_compound_loss
6,2.8646521442150945,1.2836467156965266,0.6312874323791928,0.875293819677262,0.875293819677262,0.0,2.45462986653444,1.0853556495494943,2.8041307017916726,1.2143561726524716,0.6615809826623826,1.222777600089709,1.222777600089709,0.0,2.4347803933279857,1.0814820755095709,2.4347803933279857,2.4564713069370816,val_compound_loss
7,2.85123569120175,1.2770387003661463,0.6294114518733251,0.8943898935639669,0.8943898935639669,0.0,2.4434067439780662,1.083232438438153,2.791536285763695,1.2105469476609003,0.6639545020602998,1.2418780071394784,1.2418780071394784,0.0,2.4220002378736223,1.082668423652649,2.4220002378736223,2.4427770660037087,val_compound_loss
8,2.8370150636743614,1.2716608864289742,0.6287703764817071,0.93081868893255,0.93081868893255,0.0,2.4299936319785145,1.0835910307036505,2.7811969348362515,1.2099528085617792,0.6662176677158901,1.228835838891211,1.228835838891211,0.0,2.409512780961536,1.0825231983548118,2.409512780961536,2.4347803933279857,val_compound_loss
9,2.830922632621079,1.2696205648795638,0.6313295067933501,0.894776862449747,0.894776862449747,0.0,2.423982375513309,1.0834486654826574,2.7737285636720204,1.206712631952195,0.6671051184336344,1.3283049173298336,1.3283049173298336,0.0,2.402847380865188,1.0815770058404832,2.402847380865188,2.4220002378736223,val_compound_loss
10,2.8193569549177058,1.268528976768413,0.6304851973813678,0.9576217155292551,0.9576217155292551,0.0,2.410546966961452,1.0816215699311917,2.7596646831149148,1.2054318019321986,0.6694208695774987,1.2969885759410404,1.2969885759410404,0.0,2.3861339546385265,1.0834618636540003,2.3861339546385265,2.409512780961536,val_compound_loss
