true_class,Water,GABAAR_Antagonist,NMDAR_Activation,AChE_Inhibitor_Reversible,mAChR_Agonist_NonSelective
Water,0.92,0.08,0.0,0.0,0.0
GABAAR_Antagonist,0.5,0.25,0.08333333333333333,0.0,0.16666666666666666
NMDAR_Activation,0.2,0.0,0.8,0.0,0.0
AChE_Inhibitor_Reversible,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666
mAChR_Agonist_NonSelective,0.75,0.0,0.0,0.0,0.25
