epoch,train_loss,train_action_loss,train_water_vs_other_loss,train_feature_alignment_loss,train_latent_alignment_loss,train_latent_alignment_weight,train_compound_loss,train_concentration_loss,val_loss,val_action_loss,val_water_vs_other_loss,val_feature_alignment_loss,val_latent_alignment_loss,val_latent_alignment_weight,val_compound_loss,val_concentration_loss,monitor_metric_raw,monitor_metric,monitor_key
1,3.8185376162251465,1.414696458155516,0.7063133281374735,0.2102859144015287,0.2102859144015287,0.0,2.537472335119096,1.110393689423011,3.732444581531343,1.343147913614909,0.7097796911285037,0.2701315510840643,0.2701315510840643,0.0,2.4903411184038435,1.1207634664717174,2.4903411184038435,2.4903411184038435,val_compound_loss
2,3.7134057087873025,1.4841298792097304,0.7413274273670539,0.8514772758439735,0.8514772758439735,0.0,2.4379319968046964,1.102706755910601,3.632030521120344,1.4002252987452917,0.739306126322065,1.5640178081535159,1.5640178081535159,0.0,2.397839909508115,1.1086164599373227,2.397839909508115,2.444090513955979,val_compound_loss
3,3.655239525295439,1.4888902580927288,0.7401382714983017,1.15775567734683,1.15775567734683,0.0,2.3919920486117165,1.0973951636798798,3.602065619968233,1.385446344103132,0.7273654597146171,1.604901862995965,1.604901862995965,0.0,2.378783180600121,1.109783303169977,2.378783180600121,2.397839909508115,val_compound_loss
4,3.6295900685446605,1.4699016752697172,0.7266549111674072,1.1659273366448741,1.1659273366448741,0.0,2.3774374685590227,1.0956302868626104,3.5810969102950323,1.3683931486947196,0.7160908636592683,1.5579862190144402,1.5579862190144402,0.0,2.36724252927871,1.1118891409465246,2.36724252927871,2.388311545054118,val_compound_loss
5,3.5967746588288163,1.4565247108065893,0.7176497868759922,1.19586818180387,1.19586818180387,0.0,2.3559020656757252,1.0903327260067854,3.561476923170544,1.358727046421596,0.709084309282757,1.6203084133920216,1.6203084133920216,0.0,2.354748566945394,1.1133812098276048,2.354748566945394,2.378783180600121,val_compound_loss
6,3.564840489594394,1.4392438471001923,0.7072716036801616,1.273487134664147,1.273487134664147,0.0,2.33605469913079,1.087933823545143,3.543527523676554,1.3422332945324125,0.7018862224760509,1.659471523194086,1.659471523194086,0.0,2.345404647645496,1.113170413743882,2.345404647645496,2.36724252927871,val_compound_loss
7,3.5459734775401928,1.4201316133378044,0.6980268797546467,1.2973731909952466,1.2973731909952466,0.0,2.3268020714401567,1.082087270797245,3.52848912420727,1.3314740090143113,0.6947141204561506,1.7796837503001803,1.7796837503001803,0.0,2.336737632751465,1.1141456706183297,2.336737632751465,2.354748566945394,val_compound_loss
8,3.50991623489945,1.4043244091922014,0.6891739081453394,1.4232179402674316,1.4232179402674316,0.0,2.303334254436392,1.0828092501907753,3.519030741282872,1.3230898947942824,0.6887583874520802,1.8981439613160633,1.8981439613160633,0.0,2.3316843850272044,1.1174547956103371,2.3316843850272044,2.345404647645496,val_compound_loss
9,3.499397179437062,1.3950420466680375,0.6796909267940219,1.5068517552797125,1.5068517552797125,0.0,2.297835904454428,1.0783489665026387,3.506072543916248,1.3044743083772206,0.6844984747114635,1.8501592704227992,1.8501592704227992,0.0,2.3267743587493896,1.1152133373987108,2.3267743587493896,2.336737632751465,val_compound_loss
10,3.4826560512421625,1.3743838904395935,0.6724922808389815,1.5190110534587233,1.5190110534587233,0.0,2.2905659644061296,1.0766155161554851,3.5006083874475387,1.2991355033147902,0.6798234042667207,2.0378007065682184,2.0378007065682184,0.0,2.3239217826298306,1.1216661419187273,2.3239217826298306,2.3316843850272044,val_compound_loss
11,3.457393419174921,1.3688066075087855,0.6634635401781274,1.641534558127797,1.641534558127797,0.0,2.2726622725289967,1.0764072799178028,3.4872152237665084,1.283855256580171,0.6783796463693891,1.9769314669427418,1.9769314669427418,0.0,2.317735785529727,1.1217577514194308,2.317735785529727,2.3267743587493896,val_compound_loss
12,3.444755301904426,1.3582141626448858,0.6581269981999877,1.7042826104258735,1.7042826104258735,0.0,2.2658095795010764,1.0762284637758972,3.479035286676316,1.274392355056036,0.6771112141155061,2.043457959379469,2.043457959379469,0.0,2.3139518783206032,1.124537507692973,2.3139518783206032,2.3239217826298306,val_compound_loss
13,3.426279688638354,1.347649200252755,0.6522201132522059,1.7514662382306245,1.7514662382306245,0.0,2.254505610970593,1.0731249019582436,3.470237822759719,1.264838423047747,0.676349918047587,2.1310909731047496,2.1310909731047496,0.0,2.309716508502052,1.1272890454246884,2.309716508502052,2.317735785529727,val_compound_loss
14,3.3989537254212396,1.332651244269477,0.646542439385066,1.8515541372948854,1.8515541372948854,0.0,2.237544966122461,1.0727277268808355,3.464322873524257,1.2560150963919503,0.6773396333058676,2.1453004536174594,2.1453004536174594,0.0,2.30751785777864,1.1286869332903908,2.30751785777864,2.3139518783206032,val_compound_loss
15,3.3884547412710844,1.3217777278688219,0.6448227260163222,1.8695157037840948,1.8695157037840948,0.0,2.2324204848556923,1.0714567653716556,3.457051402046567,1.2494745481581915,0.6783622900644938,2.260759506906782,2.260759506906782,0.0,2.303664423170544,1.1298695348557972,2.303664423170544,2.309716508502052,val_compound_loss
16,3.370351503765772,1.311173382574919,0.6420676031756023,1.9779977462594471,1.9779977462594471,0.0,2.221357297645044,1.0714604930272178,3.452486287979853,1.2439654895237513,0.6806473164331346,2.3549647955667403,2.3549647955667403,0.0,2.301540181750343,1.135698954264323,2.301540181750343,2.30751785777864,val_compound_loss
17,3.3683027451631253,1.3074605767689054,0.6378019463132929,2.0296753289365266,2.0296753289365266,0.0,2.2207734364050404,1.0726947749733293,3.441673505873907,1.2371296428498768,0.6824527297701154,2.3497219795272466,2.3497219795272466,0.0,2.2950584774925593,1.1356810388110934,2.2950584774925593,2.303664423170544,val_compound_loss
18,3.3460196628772394,1.29603405351992,0.6355256777276438,2.0418953727635127,2.0418953727635127,0.0,2.20673733791977,1.0712494667244967,3.4349855922517323,1.2312698591323126,0.6854681741623652,2.507685070946103,2.507685070946103,0.0,2.2914210160573325,1.1397384234837122,2.2914210160573325,2.301540181750343,val_compound_loss
19,3.3340079595172214,1.2900470955661996,0.6316560014845833,2.1728012043016927,2.1728012043016927,0.0,2.1990825543327936,1.0736732441912253,3.4294506708780923,1.2244106020246233,0.6870388984680176,2.274183287507012,2.274183287507012,0.0,2.2890968322753906,1.1338252794174921,2.2890968322753906,2.2950584774925593,val_compound_loss
20,3.326151687632162,1.2834866352812955,0.6296857589136355,2.0964530887742523,2.0964530887742523,0.0,2.1948612859009433,1.070394740218208,3.4200037320454917,1.2220144044785273,0.691197049050104,2.6775373362359547,2.6775373362359547,0.0,2.282268694468907,1.146519042196728,2.282268694468907,2.2914210160573325,val_compound_loss
21,3.299583321525937,1.2783146503741147,0.6291662055663961,2.279722634446684,2.279722634446684,0.0,2.1758232078854998,1.0700522128236356,3.4125482808975947,1.2158305985586983,0.6935995817184448,2.6072475058691844,2.6072475058691844,0.0,2.27821227482387,1.1452063038235618,2.27821227482387,2.2890968322753906,val_compound_loss
22,3.304795294211655,1.271625245058978,0.6288306227436772,2.234444303645028,2.234444303645028,0.0,2.1816024130614347,1.0721271183124925,3.4081041472298756,1.2126051357814245,0.6962791965121314,2.5872131359009516,2.5872131359009516,0.0,2.275642599378313,1.1460046030226207,2.275642599378313,2.282268694468907,val_compound_loss
23,3.283634043244458,1.2617120405353566,0.6290964757008527,2.3466237499600364,2.3466237499600364,0.0,2.1680255611106833,1.0699934691348403,3.408663965406872,1.207537015279134,0.6978812898908343,2.4726174757594155,2.4726174757594155,0.0,2.27747791154044,1.1431140786125547,2.27747791154044,2.27821227482387,val_compound_loss
24,3.2726656255267916,1.2607332092744332,0.6259252985633871,2.316629558170914,2.316629558170914,0.0,2.159873436998438,1.0691448809608581,3.4037281899225142,1.2040908904302687,0.7010018655232021,2.5578411306653703,2.5578411306653703,0.0,2.274572940099807,1.1449069409143358,2.274572940099807,2.27747791154044,val_compound_loss
25,3.2566932616410433,1.251029047070357,0.624837304864611,2.38902888214462,2.38902888214462,0.0,2.1502048092544395,1.0690012681421148,3.3995549224671864,1.1997284435090565,0.7021380719684419,2.566787157739912,2.566787157739912,0.0,2.272559892563593,1.1432369152704875,2.272559892563593,2.275642599378313,val_compound_loss
26,3.255729696738026,1.2581707639668984,0.6242182753073475,2.380592977480283,2.380592977480283,0.0,2.147589602798381,1.0659398900138006,3.3913073199135915,1.1996196111043294,0.7052221127918789,2.721479370480492,2.721479370480492,0.0,2.2661496117001487,1.1488940715789795,2.2661496117001487,2.274572940099807,val_compound_loss
27,3.2351439655142484,1.2454585477157876,0.624879058549013,2.446013758658732,2.446013758658732,0.0,2.135117732027851,1.0696721004430578,3.394236962000529,1.194613638378325,0.7044819196065267,2.6049419811793735,2.6049419811793735,0.0,2.269849254971459,1.1426307700929188,2.269849254971459,2.272559892563593,val_compound_loss
28,3.2381850512570174,1.2416811087144115,0.6260517688970717,2.430542080727204,2.430542080727204,0.0,2.1384769387976834,1.0692785703946674,3.37939122744969,1.1969294548034668,0.7079160440535772,2.8750510868572055,2.8750510868572055,0.0,2.257664192290533,1.151242625145685,2.257664192290533,2.269849254971459,val_compound_loss
29,3.2301856140611034,1.244301478698771,0.6242343086414236,2.440408968815097,2.440408968815097,0.0,2.1316316525141397,1.0687121928684296,3.380683410735357,1.1921621277218772,0.7077011891773769,2.79913406145005,2.79913406145005,0.0,2.2599986621311734,1.1475773141497658,2.2599986621311734,2.2661496117001487,val_compound_loss
30,3.2192942225743852,1.227514988215512,0.6229617001203002,2.5230361600086173,2.5230361600086173,0.0,2.1277374811273404,1.0712493251240442,3.3820944967724027,1.1884832609267462,0.7081731274014428,2.7382553815841675,2.7382553815841675,0.0,2.262115251450312,1.1448534045900618,2.262115251450312,2.262115251450312,val_compound_loss
31,3.2109158026478277,1.236389570766025,0.6245461713384699,2.4995503118113866,2.4995503118113866,0.0,2.1189159287346735,1.0701466612714938,3.388676325480143,1.1854590007237025,0.7061971255711147,2.64706042550859,2.64706042550859,0.0,2.268074807666597,1.1398362205142067,2.268074807666597,2.262115251450312,val_compound_loss
32,3.189508459555409,1.2199617154383786,0.6239254227075627,2.559847572177806,2.559847572177806,0.0,2.1069194412736034,1.0671477888627028,3.382852633794149,1.1843619573683966,0.7082184496380034,2.7444877283913747,2.7444877283913747,0.0,2.263807705470494,1.1448625666754586,2.263807705470494,2.262115251450312,val_compound_loss
33,3.195447593138962,1.2271461086298423,0.622793042785907,2.540984986872269,2.540984986872269,0.0,2.1095388370846946,1.0683146790852622,3.3810615880148753,1.1820699600946336,0.7070452883130028,2.710056279386793,2.710056279386793,0.0,2.2630966845012845,1.141844772157215,2.2630966845012845,2.2630966845012845,val_compound_loss
34,3.1871021777864486,1.2128936260465593,0.6218943925446303,2.630501764870825,2.630501764870825,0.0,2.1070017909246777,1.065527926992487,3.3674329008374895,1.1832124619256883,0.7078959771565029,2.8424487851914906,2.8424487851914906,0.0,2.2522082442329046,1.1480128594807215,2.2522082442329046,2.2630966845012845,val_compound_loss
35,3.168281968939241,1.2199991894146753,0.6230353326709183,2.5906182836603233,2.5906182836603233,0.0,2.0905669687916992,1.0682334206091664,3.3721578007652644,1.1804219427562894,0.7081157877331689,2.8281936645507812,2.8281936645507812,0.0,2.25662408556257,1.1460241136096774,2.25662408556257,2.2630966845012845,val_compound_loss
36,3.1668792325983603,1.2159989375286002,0.6231311939696156,2.6192097807372057,2.6192097807372057,0.0,2.0905694822785716,1.0679218696538733,3.3715195996420726,1.1793194725399925,0.7083630050931659,2.850252702122643,2.850252702122643,0.0,2.256433668590727,1.145743040811448,2.256433668590727,2.25662408556257,val_compound_loss
37,3.1738762451858116,1.2246052906626748,0.6235847919390946,2.6649267142096527,2.6649267142096527,0.0,2.0936157886313382,1.069070825501094,3.373834496452695,1.1765125592549641,0.7051872298831031,2.731848364784604,2.731848364784604,0.0,2.2590887205941335,1.1385868390401204,2.2590887205941335,2.25662408556257,val_compound_loss
