class,precision,recall,f1-score,support
Water,0.46,0.92,0.6133333333333333,25.0
GABAAR_Antagonist,0.6,0.25,0.35294117647058826,12.0
NMDAR_Activation,0.8888888888888888,0.8,0.8421052631578947,10.0
AChE_Inhibitor_Reversible,0.0,0.0,0.0,12.0
mAChR_Agonist_NonSelective,0.42857142857142855,0.25,0.3157894736842105,12.0
