compound,compound_class,mechanism_of_action,image_run_dir,image_run_dir_relative,source_batch,dir_name,folder_status,exposure_conditions,image_condition_dir,image_condition_dir_name,condition_folder_status,condition_kind,concentration_value,concentration_unit,concentration_label,concentration_value_uM,concentration_rank_in_run,concentration_band,n_treatment_concentrations_in_run
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.25mM F2.3,0.25mM F2.3,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.25mM F2.5,0.25mM F2.5,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.25mM F2.6,0.25mM F2.6,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.5mM F2.2,0.5mM F2.2,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.5mM F2.3,0.5mM F2.3,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.5mM F2.4,0.5mM F2.4,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/0.5mM f2.1,0.5mM f2.1,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/1mM F2.1,1mM F2.1,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/1mM F2.3,1mM F2.3,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/1mM F2.6,1mM F2.6,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/1mM f2.2,1mM f2.2,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
Paraxanthine,Methylxanthine derivatives,P1 antagonism and PDE inhibition,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018,FOURTH BATCH 2018,Paraxanthine Run 2 7 Dec 2018,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Paraxanthine Run 2 7 Dec 2018/DONT USE,DONT USE,do_not_use,unknown,,mM,,,,unknown,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants,PTZ,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ/Control,Control,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants,PTZ,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ/1.25mM,1.25mM,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants,PTZ,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ/2.5mM,2.5mM,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ,FIRST BATCH convulsants,PTZ,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ/5mM,5mM,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants,PTZ_Round2_0.2OD,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD/Control,Control,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants,PTZ_Round2_0.2OD,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD/1.25mM,1.25mM,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants,PTZ_Round2_0.2OD,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD/2.5mM,2.5mM,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD,FIRST BATCH convulsants,PTZ_Round2_0.2OD,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/PTZ_Round2_0.2OD/5mM,5mM,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/Water F1,Water F1,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/Water F3,Water F3,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/Water F5,Water F5,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/Water f2,Water f2,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/1.25mM F2,1.25mM F2,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/1.25mM F3,1.25mM F3,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/1.25mM F5,1.25mM F5,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/1.25mM f1,1.25mM f1,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/2.5mM F1,2.5mM F1,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/2.5mM F2,2.5mM F2,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/2.5mM F3,2.5mM F3,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/2.5mM F5 start form zero - pick best from 4 and 5,2.5mM F5 start form zero - pick best from 4 and 5,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/5mM F1,5mM F1,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/5mM F2,5mM F2,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/5mM F3,5mM F3,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/5mM F4,5mM F4,active,treatment,5.0,mM,5 mM,5000.0,3.0,high,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019,FOURTH BATCH 2018,PTZ ReRun 1 4 feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 1 4 feb 2019/DONT USE,DONT USE,do_not_use,unknown,,mM,,,,unknown,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/Water F2.1,Water F2.1,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/Water F2.2,Water F2.2,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/Water F2.3,Water F2.3,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/Water F2.4,Water F2.4,active,control,,,control,,,control,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/1.25mM F2.1,1.25mM F2.1,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/1.25mM F2.2,1.25mM F2.2,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/1.25mM F2.3,1.25mM F2.3,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/1.25mM F2.5,1.25mM F2.5,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/1.25mM F2.6 might not be needed check,1.25mM F2.6 might not be needed check,active,treatment,1.25,mM,1.25 mM,1250.0,1.0,low,3
Pentylenetetrazole,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019,FOURTH BATCH 2018,PTZ ReRun 2 5 Feb 2019,active,"5, 2.5, 1.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/PTZ ReRun 2 5 Feb 2019/2.5mM F2.1,2.5mM F2.1,active,treatment,2.5,mM,2.5 mM,2500.0,2.0,mid,3
