compound,compound_class,mechanism_of_action,image_run_dir,image_run_dir_relative,source_batch,dir_name,folder_status,exposure_conditions,image_condition_dir,image_condition_dir_name,condition_folder_status,condition_kind,concentration_value,concentration_unit,concentration_label,concentration_value_uM,concentration_rank_in_run,concentration_band,n_treatment_concentrations_in_run
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/25microm F2.4,25microm F2.4,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50 microM F2.6,50 microM F2.6,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50microM F2.3,50microM F2.3,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50microM F2.5 run form 0-70,50microM F2.5 run form 0-70,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50microm F2.1,50microm F2.1,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50microm F2.2,50microm F2.2,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETIC COMPOUNDS NOT CORRECTED FOR ANTERIOR COMMISSURE/Apomorphine run 2 23 Aug 2017/50microm F2.4,50microm F2.4,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/Water F3,Water F3,active,control,,,control,,,control,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/Water F4,Water F4,active,control,,,control,,,control,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/Water f1,Water f1,active,control,,,control,,,control,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/Water f2,Water f2,active,control,,,control,,,control,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/12 microM F1,12 microM F1,active,treatment,12.0,uM,12 uM,12.0,1.0,low,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/12microM F2 0-80,12microM F2 0-80,active,treatment,12.0,uM,12 uM,12.0,1.0,low,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/12microM F3,12microM F3,active,treatment,12.0,uM,12 uM,12.0,1.0,low,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/12microM F4,12microM F4,active,treatment,12.0,uM,12 uM,12.0,1.0,low,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/12microM F5,12microM F5,active,treatment,12.0,uM,12 uM,12.0,1.0,low,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/25 microM F3,25 microM F3,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/25microM F2,25microM F2,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/25microM F4 overexposed at 80%,25microM F4 overexposed at 80%,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/25microM F5,25microM F5,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/25microm F1,25microm F1,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50 microM F2 over exposed at 60%,50 microM F2 over exposed at 60%,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microM F4,50microM F4,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microM F5 over exposed,50microM F5 over exposed,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microM F6 over exposed,50microM F6 over exposed,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microM F7,50microM F7,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microM f1,50microM f1,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/50microm F3,50microm F3,active,treatment,50.0,uM,50 uM,50.0,3.0,mid,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/75microM F1,75microM F1,active,treatment,75.0,uM,75 uM,75.0,4.0,high,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 1 22 aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 1 22 aug 2017 DONE/75microm F2 overex early - conc too high so going lower,75microm F2 overex early - conc too high so going lower,active,treatment,75.0,uM,75 uM,75.0,4.0,high,4
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/Water F2.2,Water F2.2,active,control,,,control,,,control,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/Water F2.3,Water F2.3,active,control,,,control,,,control,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/water F2.1,water F2.1,active,control,,,control,,,control,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/water F2.4,water F2.4,active,control,,,control,,,control,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/12microM f2.2,12microM f2.2,active,treatment,12.0,uM,12 uM,12.0,1.0,low,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/12microm F2.1,12microm F2.1,active,treatment,12.0,uM,12 uM,12.0,1.0,low,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/12microm F2.3,12microm F2.3,active,treatment,12.0,uM,12 uM,12.0,1.0,low,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/12microm F2.4,12microm F2.4,active,treatment,12.0,uM,12 uM,12.0,1.0,low,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/25microM F2.3,25microM F2.3,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,3
