class,precision,recall,f1-score,support
Water,0.3898305084745763,0.92,0.5476190476190477,25.0
GABAAR_Antagonist,0.0,0.0,0.0,12.0
NMDAR_Activation,0.45454545454545453,0.5,0.47619047619047616,10.0
AChE_Inhibitor_Reversible,0.0,0.0,0.0,12.0
mAChR_Agonist_NonSelective,1.0,0.08333333333333333,0.15384615384615385,12.0
